year,state,month,number,date,Random
2009,Sao Paulo,Janeiro,12,1/1/2009,38
2010,Sao Paulo,Janeiro,45,1/1/2010,15
2011,Sao Paulo,Janeiro,75,1/1/2011,92
2012,Sao Paulo,Janeiro,38,1/1/2012,35
2013,Sao Paulo,Janeiro,36,1/1/2013,66
2014,Sao Paulo,Janeiro,99,1/1/2014,62
2015,Sao Paulo,Janeiro,120,1/1/2015,21
2016,Sao Paulo,Janeiro,85,1/1/2016,35
2017,Sao Paulo,Janeiro,28,1/1/2017,46
1998,Sao Paulo,Fevereiro,0,1/1/1998,60
1999,Sao Paulo,Fevereiro,47,1/1/1999,17
2000,Sao Paulo,Fevereiro,25,1/1/2000,27
2001,Sao Paulo,Fevereiro,25,1/1/2001,92
2002,Sao Paulo,Fevereiro,19,1/1/2002,15
2003,Sao Paulo,Fevereiro,137,1/1/2003,61
2004,Sao Paulo,Fevereiro,41,1/1/2004,35
2005,Sao Paulo,Fevereiro,78,1/1/2005,78
2006,Sao Paulo,Fevereiro,59,1/1/2006,90
2007,Sao Paulo,Fevereiro,96,1/1/2007,66
2008,Sao Paulo,Fevereiro,30,1/1/2008,100
2009,Sao Paulo,Fevereiro,65,1/1/2009,80
2010,Sao Paulo,Fevereiro,152,1/1/2010,23
2011,Sao Paulo,Fevereiro,73,1/1/2011,95
2012,Sao Paulo,Fevereiro,81,1/1/2012,76
2013,Sao Paulo,Fevereiro,100,1/1/2013,61
2014,Sao Paulo,Fevereiro,112,1/1/2014,55
2015,Sao Paulo,Fevereiro,69,1/1/2015,18
2016,Sao Paulo,Fevereiro,188,1/1/2016,30
2017,Sao Paulo,Fevereiro,107,1/1/2017,91
1998,Sao Paulo,Março,0,1/1/1998,73
1999,Sao Paulo,Março,78,1/1/1999,64
2000,Sao Paulo,Março,26,1/1/2000,81
2001,Sao Paulo,Março,35,1/1/2001,45
2002,Sao Paulo,Março,111,1/1/2002,87
2003,Sao Paulo,Março,86,1/1/2003,27
2004,Sao Paulo,Março,73,1/1/2004,30
2005,Sao Paulo,Março,73,1/1/2005,41
2006,Sao Paulo,Março,106,1/1/2006,61
2007,Sao Paulo,Março,152,1/1/2007,68
2008,Sao Paulo,Março,72,1/1/2008,84
2009,Sao Paulo,Março,55,1/1/2009,48
2010,Sao Paulo,Março,111,1/1/2010,19
2011,Sao Paulo,Março,45,1/1/2011,68
2012,Sao Paulo,Março,99,1/1/2012,97
2013,Sao Paulo,Março,57,1/1/2013,93
2014,Sao Paulo,Março,75,1/1/2014,29
2015,Sao Paulo,Março,68,1/1/2015,99
2016,Sao Paulo,Março,82,1/1/2016,24
2017,Sao Paulo,Março,103,1/1/2017,35
1998,Sao Paulo,Abril,0,1/1/1998,0
1999,Sao Paulo,Abril,291,1/1/1999,73
2000,Sao Paulo,Abril,102,1/1/2000,82
2001,Sao Paulo,Abril,61,1/1/2001,27
2002,Sao Paulo,Abril,178,1/1/2002,97
2003,Sao Paulo,Abril,106,1/1/2003,38
2004,Sao Paulo,Abril,36,1/1/2004,69
2005,Sao Paulo,Abril,62,1/1/2005,79
2006,Sao Paulo,Abril,63,1/1/2006,0
2007,Sao Paulo,Abril,44,1/1/2007,77
2008,Sao Paulo,Abril,84,1/1/2008,25
2009,Sao Paulo,Abril,67,1/1/2009,16
2010,Sao Paulo,Abril,91,1/1/2010,16
2011,Sao Paulo,Abril,52,1/1/2011,18
2012,Sao Paulo,Abril,82,1/1/2012,79
2013,Sao Paulo,Abril,103,1/1/2013,15
2014,Sao Paulo,Abril,103,1/1/2014,39
2015,Sao Paulo,Abril,76,1/1/2015,25
2016,Sao Paulo,Abril,307,1/1/2016,74
2017,Sao Paulo,Abril,41,1/1/2017,62
1998,Sao Paulo,Maio,0,1/1/1998,95
1999,Sao Paulo,Maio,500,1/1/1999,23
2000,Sao Paulo,Maio,300,1/1/2000,7
2001,Sao Paulo,Maio,211,1/1/2001,64
2002,Sao Paulo,Maio,319,1/1/2002,93
2003,Sao Paulo,Maio,69,1/1/2003,81
2004,Sao Paulo,Maio,60,1/1/2004,19
2005,Sao Paulo,Maio,212,1/1/2005,48
2006,Sao Paulo,Maio,88,1/1/2006,60
2007,Sao Paulo,Maio,69,1/1/2007,27
2008,Sao Paulo,Maio,40,1/1/2008,52
2009,Sao Paulo,Maio,142,1/1/2009,54
2010,Sao Paulo,Maio,150,1/1/2010,81
2011,Sao Paulo,Maio,136,1/1/2011,3
2012,Sao Paulo,Maio,82,1/1/2012,55
2013,Sao Paulo,Maio,118,1/1/2013,40
2014,Sao Paulo,Maio,181,1/1/2014,69
2015,Sao Paulo,Maio,65,1/1/2015,37
2016,Sao Paulo,Maio,139,1/1/2016,88
2017,Sao Paulo,Maio,43,1/1/2017,47
1998,Sao Paulo,Junho,451,1/1/1998,94
1999,Sao Paulo,Junho,522,1/1/1999,10
2000,Sao Paulo,Junho,606,1/1/2000,47
2001,Sao Paulo,Junho,346,1/1/2001,8
2002,Sao Paulo,Junho,562,1/1/2002,67
2003,Sao Paulo,Junho,132,1/1/2003,70
2004,Sao Paulo,Junho,231,1/1/2004,72
2005,Sao Paulo,Junho,236,1/1/2005,15
2006,Sao Paulo,Junho,97,1/1/2006,15
2007,Sao Paulo,Junho,91,1/1/2007,82
2008,Sao Paulo,Junho,25,1/1/2008,71
2009,Sao Paulo,Junho,125,1/1/2009,70
2010,Sao Paulo,Junho,143,1/1/2010,81
2011,Sao Paulo,Junho,210,1/1/2011,15
2012,Sao Paulo,Junho,30,1/1/2012,60
2013,Sao Paulo,Junho,47,1/1/2013,70
2014,Sao Paulo,Junho,331,1/1/2014,90
2015,Sao Paulo,Junho,147,1/1/2015,36
2016,Sao Paulo,Junho,197,1/1/2016,98
2017,Sao Paulo,Junho,217,1/1/2017,1
1998,Sao Paulo,Julho,596,1/1/1998,79
1999,Sao Paulo,Julho,684,1/1/1999,38
2000,Sao Paulo,Julho,770,1/1/2000,46
2001,Sao Paulo,Julho,538,1/1/2001,37
2002,Sao Paulo,Julho,448,1/1/2002,27
2003,Sao Paulo,Julho,171,1/1/2003,59
2004,Sao Paulo,Julho,342,1/1/2004,92
2005,Sao Paulo,Julho,284,1/1/2005,46
2006,Sao Paulo,Julho,245,1/1/2006,86
2007,Sao Paulo,Julho,94,1/1/2007,29
2008,Sao Paulo,Julho,126,1/1/2008,55
2009,Sao Paulo,Julho,110,1/1/2009,40
2010,Sao Paulo,Julho,600,1/1/2010,98
2011,Sao Paulo,Julho,479,1/1/2011,86
2012,Sao Paulo,Julho,179,1/1/2012,26
2013,Sao Paulo,Julho,181,1/1/2013,23
2014,Sao Paulo,Julho,476,1/1/2014,67
2015,Sao Paulo,Julho,149,1/1/2015,27
2016,Sao Paulo,Julho,687,1/1/2016,73
2017,Sao Paulo,Julho,802,1/1/2017,59
1998,Sao Paulo,Agosto,581,1/1/1998,15
1999,Sao Paulo,Agosto,1.211,1/1/1999,70
2000,Sao Paulo,Agosto,915,1/1/2000,27
2001,Sao Paulo,Agosto,595,1/1/2001,32
2002,Sao Paulo,Agosto,719,1/1/2002,51
2003,Sao Paulo,Agosto,934,1/1/2003,55
2004,Sao Paulo,Agosto,794,1/1/2004,80
2005,Sao Paulo,Agosto,522,1/1/2005,67
2006,Sao Paulo,Agosto,572,1/1/2006,94
2007,Sao Paulo,Agosto,470,1/1/2007,67
2008,Sao Paulo,Agosto,153,1/1/2008,72
2009,Sao Paulo,Agosto,289,1/1/2009,62
2010,Sao Paulo,Agosto,1.809,1/1/2010,50
2011,Sao Paulo,Agosto,1.067,1/1/2011,22
2012,Sao Paulo,Agosto,435,1/1/2012,17
2013,Sao Paulo,Agosto,497,1/1/2013,69
2014,Sao Paulo,Agosto,1.458,1/1/2014,9
2015,Sao Paulo,Agosto,643,1/1/2015,1
2016,Sao Paulo,Agosto,797,1/1/2016,58
2017,Sao Paulo,Agosto,981,1/1/2017,100
1998,Sao Paulo,Setembro,525,1/1/1998,49
1999,Sao Paulo,Setembro,,1/1/1999,5
2000,Sao Paulo,Setembro,582,1/1/2000,32
2001,Sao Paulo,Setembro,425,1/1/2001,41
2002,Sao Paulo,Setembro,302,1/1/2002,70
2003,Sao Paulo,Setembro,977,1/1/2003,20
2004,Sao Paulo,Setembro,809,1/1/2004,90
2005,Sao Paulo,Setembro,231,1/1/2005,96
2006,Sao Paulo,Setembro,694,1/1/2006,1
2007,Sao Paulo,Setembro,495,1/1/2007,35
2008,Sao Paulo,Setembro,486,1/1/2008,91
2009,Sao Paulo,Setembro,116,1/1/2009,57
2010,Sao Paulo,Setembro,1.677,1/1/2010,45
2011,Sao Paulo,Setembro,1.108,1/1/2011,30
2012,Sao Paulo,Setembro,813,1/1/2012,100
2013,Sao Paulo,Setembro,560,1/1/2013,64
2014,Sao Paulo,Setembro,882,1/1/2014,19
2015,Sao Paulo,Setembro,368,1/1/2015,33
2016,Sao Paulo,Setembro,490,1/1/2016,74
2017,Sao Paulo,Setembro,2.868,1/1/2017,49
1998,Sao Paulo,Outubro,434,1/1/1998,15
1999,Sao Paulo,Outubro,763,1/1/1999,85
2000,Sao Paulo,Outubro,647,1/1/2000,39
2001,Sao Paulo,Outubro,444,1/1/2001,76
2002,Sao Paulo,Outubro,733,1/1/2002,27
2003,Sao Paulo,Outubro,422,1/1/2003,51
2004,Sao Paulo,Outubro,195,1/1/2004,53
2005,Sao Paulo,Outubro,221,1/1/2005,41
2006,Sao Paulo,Outubro,153,1/1/2006,33
2007,Sao Paulo,Outubro,281,1/1/2007,15
2008,Sao Paulo,Outubro,87,1/1/2008,29
2009,Sao Paulo,Outubro,64,1/1/2009,13
2010,Sao Paulo,Outubro,260,1/1/2010,62
2011,Sao Paulo,Outubro,188,1/1/2011,69
2012,Sao Paulo,Outubro,206,1/1/2012,70
2013,Sao Paulo,Outubro,127,1/1/2013,46
2014,Sao Paulo,Outubro,887,1/1/2014,49
2015,Sao Paulo,Outubro,,1/1/2015,5
2016,Sao Paulo,Outubro,177,1/1/2016,38
2017,Sao Paulo,Outubro,179,1/1/2017,56
1998,Sao Paulo,Novembro,488,1/1/1998,62
1999,Sao Paulo,Novembro,398,1/1/1999,52
2000,Sao Paulo,Novembro,96,1/1/2000,18
2001,Sao Paulo,Novembro,168,1/1/2001,9
2002,Sao Paulo,Novembro,72,1/1/2002,58
2003,Sao Paulo,Novembro,155,1/1/2003,40
2004,Sao Paulo,Novembro,144,1/1/2004,84
2005,Sao Paulo,Novembro,163,1/1/2005,55
2006,Sao Paulo,Novembro,43,1/1/2006,79
2007,Sao Paulo,Novembro,50,1/1/2007,94
2008,Sao Paulo,Novembro,20,1/1/2008,79
2009,Sao Paulo,Novembro,83,1/1/2009,27
2010,Sao Paulo,Novembro,104,1/1/2010,56
2011,Sao Paulo,Novembro,87,1/1/2011,31
2012,Sao Paulo,Novembro,50,1/1/2012,79
2013,Sao Paulo,Novembro,120,1/1/2013,67
2014,Sao Paulo,Novembro,56,1/1/2014,19
2015,Sao Paulo,Novembro,21,1/1/2015,36
2016,Sao Paulo,Novembro,39,1/1/2016,2
2017,Sao Paulo,Novembro,37,1/1/2017,93
1998,Sao Paulo,Dezembro,121,1/1/1998,41
1999,Sao Paulo,Dezembro,47,1/1/1999,84
2000,Sao Paulo,Dezembro,23,1/1/2000,19
2001,Sao Paulo,Dezembro,52,1/1/2001,13
2002,Sao Paulo,Dezembro,57,1/1/2002,66
2003,Sao Paulo,Dezembro,58,1/1/2003,43
2004,Sao Paulo,Dezembro,102,1/1/2004,46
2005,Sao Paulo,Dezembro,15,1/1/2005,59
2006,Sao Paulo,Dezembro,13,1/1/2006,89
2007,Sao Paulo,Dezembro,21,1/1/2007,6
2008,Sao Paulo,Dezembro,36,1/1/2008,53
2009,Sao Paulo,Dezembro,37,1/1/2009,63
2010,Sao Paulo,Dezembro,52,1/1/2010,62
2011,Sao Paulo,Dezembro,53,1/1/2011,18
2012,Sao Paulo,Dezembro,64,1/1/2012,84
2013,Sao Paulo,Dezembro,,1/1/2013,5
2014,Sao Paulo,Dezembro,57,1/1/2014,13
2015,Sao Paulo,Dezembro,45,1/1/2015,9
2016,Sao Paulo,Dezembro,47,1/1/2016,100
1998,Sergipe,Janeiro,0,1/1/1998,20
1999,Sergipe,Janeiro,36,1/1/1999,8
2000,Sergipe,Janeiro,1,1/1/2000,21
2001,Sergipe,Janeiro,2,1/1/2001,6
2002,Sergipe,Janeiro,1,1/1/2002,74
2003,Sergipe,Janeiro,198,1/1/2003,30
2004,Sergipe,Janeiro,16,1/1/2004,30
2005,Sergipe,Janeiro,80,1/1/2005,56
2006,Sergipe,Janeiro,36,1/1/2006,39
2007,Sergipe,Janeiro,56,1/1/2007,96
2008,Sergipe,Janeiro,100,1/1/2008,20
2009,Sergipe,Janeiro,60,1/1/2009,95
2010,Sergipe,Janeiro,29,1/1/2010,82
2011,Sergipe,Janeiro,36,1/1/2011,29
2012,Sergipe,Janeiro,39,1/1/2012,20
2013,Sergipe,Janeiro,34,1/1/2013,45
2014,Sergipe,Janeiro,20,1/1/2014,52
2015,Sergipe,Janeiro,44,1/1/2015,25
2016,Sergipe,Janeiro,9,1/1/2016,70
2017,Sergipe,Janeiro,31,1/1/2017,25
1998,Sergipe,Fevereiro,0,1/1/1998,7
1999,Sergipe,Fevereiro,25,1/1/1999,75
2000,Sergipe,Fevereiro,6,1/1/2000,47
2001,Sergipe,Fevereiro,2,1/1/2001,74
2002,Sergipe,Fevereiro,6,1/1/2002,77
2003,Sergipe,Fevereiro,50,1/1/2003,56
2004,Sergipe,Fevereiro,10,1/1/2004,62
2005,Sergipe,Fevereiro,19,1/1/2005,86
2006,Sergipe,Fevereiro,36,1/1/2006,36
2007,Sergipe,Fevereiro,22,1/1/2007,41
2008,Sergipe,Fevereiro,67,1/1/2008,95
2009,Sergipe,Fevereiro,64,1/1/2009,84
2010,Sergipe,Fevereiro,33,1/1/2010,85
2011,Sergipe,Fevereiro,31,1/1/2011,81
2012,Sergipe,Fevereiro,34,1/1/2012,0
2013,Sergipe,Fevereiro,47,1/1/2013,74
2014,Sergipe,Fevereiro,18,1/1/2014,42
2015,Sergipe,Fevereiro,40,1/1/2015,80
2016,Sergipe,Fevereiro,22,1/1/2016,3
2017,Sergipe,Fevereiro,18,1/1/2017,38
1998,Sergipe,Março,0,1/1/1998,66
1999,Sergipe,Março,18,1/1/1999,34
2000,Sergipe,Março,6,1/1/2000,83
2001,Sergipe,Março,1,1/1/2001,38
2002,Sergipe,Março,7,1/1/2002,51
2003,Sergipe,Março,62,1/1/2003,14
2004,Sergipe,Março,36,1/1/2004,20
2005,Sergipe,Março,28,1/1/2005,81
2006,Sergipe,Março,41,1/1/2006,6
2007,Sergipe,Março,2,1/1/2007,9
2008,Sergipe,Março,43,1/1/2008,62
2009,Sergipe,Março,29,1/1/2009,82
2010,Sergipe,Março,44,1/1/2010,92
2011,Sergipe,Março,47,1/1/2011,74
2012,Sergipe,Março,71,1/1/2012,8
2013,Sergipe,Março,,1/1/2013,5
2014,Sergipe,Março,33,1/1/2014,63
2015,Sergipe,Março,49,1/1/2015,48
2016,Sergipe,Março,26,1/1/2016,26
2017,Sergipe,Março,16,1/1/2017,88
1998,Sergipe,Abril,0,1/1/1998,98
1999,Sergipe,Abril,6,1/1/1999,71
2000,Sergipe,Abril,1,1/1/2000,35
2001,Sergipe,Abril,0,1/1/2001,83
2002,Sergipe,Abril,12,1/1/2002,10
2003,Sergipe,Abril,48,1/1/2003,40
2004,Sergipe,Abril,13,1/1/2004,71
2005,Sergipe,Abril,8,1/1/2005,69
2006,Sergipe,Abril,9,1/1/2006,89
2007,Sergipe,Abril,1,1/1/2007,4
2008,Sergipe,Abril,2,1/1/2008,66
2009,Sergipe,Abril,19,1/1/2009,91
2010,Sergipe,Abril,1,1/1/2010,75
2011,Sergipe,Abril,12,1/1/2011,23
2012,Sergipe,Abril,40,1/1/2012,78
2013,Sergipe,Abril,15,1/1/2013,92
2014,Sergipe,Abril,7,1/1/2014,49
2015,Sergipe,Abril,35,1/1/2015,79
2016,Sergipe,Abril,14,1/1/2016,3
2017,Sergipe,Abril,8,1/1/2017,48
1998,Sergipe,Maio,0,1/1/1998,77
1999,Sergipe,Maio,0,1/1/1999,60
2000,Sergipe,Maio,0,1/1/2000,86
2001,Sergipe,Maio,3,1/1/2001,23
2002,Sergipe,Maio,0,1/1/2002,77
2003,Sergipe,Maio,2,1/1/2003,93
2004,Sergipe,Maio,5,1/1/2004,9
2005,Sergipe,Maio,0,1/1/2005,100
2006,Sergipe,Maio,0,1/1/2006,15
2007,Sergipe,Maio,0,1/1/2007,45
2008,Sergipe,Maio,0,1/1/2008,10
2009,Sergipe,Maio,,1/1/2009,5
2010,Sergipe,Maio,0,1/1/2010,44
2011,Sergipe,Maio,0,1/1/2011,71
2012,Sergipe,Maio,17,1/1/2012,94
2013,Sergipe,Maio,1,1/1/2013,14
2014,Sergipe,Maio,1,1/1/2014,68
2015,Sergipe,Maio,11,1/1/2015,51
2016,Sergipe,Maio,9,1/1/2016,39
2017,Sergipe,Maio,1,1/1/2017,67
1998,Sergipe,Junho,0,1/1/1998,50
1999,Sergipe,Junho,0,1/1/1999,39
2000,Sergipe,Junho,0,1/1/2000,2
2001,Sergipe,Junho,0,1/1/2001,54
2002,Sergipe,Junho,0,1/1/2002,72
2003,Sergipe,Junho,0,1/1/2003,6
2004,Sergipe,Junho,0,1/1/2004,68
2005,Sergipe,Junho,0,1/1/2005,14
2006,Sergipe,Junho,0,1/1/2006,16
2007,Sergipe,Junho,0,1/1/2007,17
2008,Sergipe,Junho,0,1/1/2008,56
2009,Sergipe,Junho,2,1/1/2009,78
2010,Sergipe,Junho,,1/1/2010,11
2011,Sergipe,Junho,1,1/1/2011,48
2012,Sergipe,Junho,3,1/1/2012,0
2013,Sergipe,Junho,1,1/1/2013,16
2014,Sergipe,Junho,0,1/1/2014,33
2015,Sergipe,Junho,3,1/1/2015,54
2016,Sergipe,Junho,1,1/1/2016,70
2017,Sergipe,Junho,0,1/1/2017,78
1998,Sergipe,Julho,0,1/1/1998,90
1999,Sergipe,Julho,0,1/1/1999,13
2000,Sergipe,Julho,0,1/1/2000,0
2001,Sergipe,Julho,0,1/1/2001,34
2002,Sergipe,Julho,0,1/1/2002,18
2003,Sergipe,Julho,0,1/1/2003,95
2004,Sergipe,Julho,0,1/1/2004,81
2005,Sergipe,Julho,0,1/1/2005,47
2006,Sergipe,Julho,0,1/1/2006,1
2007,Sergipe,Julho,0,1/1/2007,22
2008,Sergipe,Julho,0,1/1/2008,35
2009,Sergipe,Julho,0,1/1/2009,18
2010,Sergipe,Julho,,1/1/2010,5
2011,Sergipe,Julho,0,1/1/2011,51
2012,Sergipe,Julho,1,1/1/2012,78
2013,Sergipe,Julho,0,1/1/2013,28
2014,Sergipe,Julho,0,1/1/2014,89
2015,Sergipe,Julho,0,1/1/2015,37
2016,Sergipe,Julho,0,1/1/2016,19
2017,Sergipe,Julho,0,1/1/2017,54
1998,Sergipe,Agosto,0,1/1/1998,93
1999,Sergipe,Agosto,0,1/1/1999,88
2000,Sergipe,Agosto,,1/1/2000,11
2001,Sergipe,Agosto,0,1/1/2001,14
2002,Sergipe,Agosto,2,1/1/2002,72
2003,Sergipe,Agosto,0,1/1/2003,92
2004,Sergipe,Agosto,0,1/1/2004,24
2005,Sergipe,Agosto,0,1/1/2005,1
2006,Sergipe,Agosto,0,1/1/2006,50
2007,Sergipe,Agosto,0,1/1/2007,79
2008,Sergipe,Agosto,0,1/1/2008,23
2009,Sergipe,Agosto,0,1/1/2009,67
2010,Sergipe,Agosto,0,1/1/2010,64
2011,Sergipe,Agosto,1,1/1/2011,93
2012,Sergipe,Agosto,0,1/1/2012,53
2013,Sergipe,Agosto,0,1/1/2013,15
2014,Sergipe,Agosto,0,1/1/2014,64
2015,Sergipe,Agosto,0,1/1/2015,70
2016,Sergipe,Agosto,6,1/1/2016,33
2017,Sergipe,Agosto,0,1/1/2017,42
1998,Sergipe,Setembro,0,1/1/1998,23
1999,Sergipe,Setembro,0,1/1/1999,34
2000,Sergipe,Setembro,0,1/1/2000,97
2001,Sergipe,Setembro,1,1/1/2001,4
2002,Sergipe,Setembro,0,1/1/2002,73
2003,Sergipe,Setembro,3,1/1/2003,54
2004,Sergipe,Setembro,0,1/1/2004,71
2005,Sergipe,Setembro,2,1/1/2005,3
2006,Sergipe,Setembro,0,1/1/2006,71
2007,Sergipe,Setembro,0,1/1/2007,77
2008,Sergipe,Setembro,0,1/1/2008,61
2009,Sergipe,Setembro,1,1/1/2009,98
2010,Sergipe,Setembro,0,1/1/2010,65
2011,Sergipe,Setembro,0,1/1/2011,26
2012,Sergipe,Setembro,1,1/1/2012,72
2013,Sergipe,Setembro,1,1/1/2013,70
2014,Sergipe,Setembro,4,1/1/2014,95
2015,Sergipe,Setembro,1,1/1/2015,50
2016,Sergipe,Setembro,2,1/1/2016,55
2017,Sergipe,Setembro,0,1/1/2017,32
1998,Sergipe,Outubro,0,1/1/1998,7
1999,Sergipe,Outubro,0,1/1/1999,7
2000,Sergipe,Outubro,3,1/1/2000,96
2001,Sergipe,Outubro,5,1/1/2001,79
2002,Sergipe,Outubro,20,1/1/2002,7
2003,Sergipe,Outubro,2,1/1/2003,27
2004,Sergipe,Outubro,,1/1/2004,11
2005,Sergipe,Outubro,11,1/1/2005,20
2006,Sergipe,Outubro,3,1/1/2006,55
2007,Sergipe,Outubro,3,1/1/2007,29
2008,Sergipe,Outubro,0,1/1/2008,37
2009,Sergipe,Outubro,1,1/1/2009,32
2010,Sergipe,Outubro,1,1/1/2010,50
2011,Sergipe,Outubro,5,1/1/2011,16
2012,Sergipe,Outubro,1,1/1/2012,94
2013,Sergipe,Outubro,3,1/1/2013,8
2014,Sergipe,Outubro,3,1/1/2014,40
2015,Sergipe,Outubro,6,1/1/2015,6
2016,Sergipe,Outubro,10,1/1/2016,20
2017,Sergipe,Outubro,0,1/1/2017,100
1998,Sergipe,Novembro,12,1/1/1998,85
1999,Sergipe,Novembro,3,1/1/1999,87
2000,Sergipe,Novembro,0,1/1/2000,13
2001,Sergipe,Novembro,5,1/1/2001,15
2002,Sergipe,Novembro,57,1/1/2002,60
2003,Sergipe,Novembro,2,1/1/2003,69
2004,Sergipe,Novembro,41,1/1/2004,96
2005,Sergipe,Novembro,23,1/1/2005,13
2006,Sergipe,Novembro,5,1/1/2006,68
2007,Sergipe,Novembro,7,1/1/2007,38
2008,Sergipe,Novembro,17,1/1/2008,6
2009,Sergipe,Novembro,9,1/1/2009,1
2010,Sergipe,Novembro,16,1/1/2010,37
2011,Sergipe,Novembro,4,1/1/2011,72
2012,Sergipe,Novembro,6,1/1/2012,37
2013,Sergipe,Novembro,7,1/1/2013,42
2014,Sergipe,Novembro,9,1/1/2014,14
2015,Sergipe,Novembro,47,1/1/2015,73
2016,Sergipe,Novembro,17,1/1/2016,65
2017,Sergipe,Novembro,1,1/1/2017,40
1998,Sergipe,Dezembro,8,1/1/1998,21
1999,Sergipe,Dezembro,5,1/1/1999,94
2000,Sergipe,Dezembro,0,1/1/2000,66
2001,Sergipe,Dezembro,5,1/1/2001,64
2002,Sergipe,Dezembro,103,1/1/2002,84
2003,Sergipe,Dezembro,36,1/1/2003,43
2004,Sergipe,Dezembro,66,1/1/2004,65
2005,Sergipe,Dezembro,29,1/1/2005,72
2006,Sergipe,Dezembro,17,1/1/2006,42
2007,Sergipe,Dezembro,33,1/1/2007,33
2008,Sergipe,Dezembro,14,1/1/2008,58
2009,Sergipe,Dezembro,21,1/1/2009,20
2010,Sergipe,Dezembro,19,1/1/2010,4
2011,Sergipe,Dezembro,36,1/1/2011,24
2012,Sergipe,Dezembro,18,1/1/2012,95
2013,Sergipe,Dezembro,9,1/1/2013,9
2014,Sergipe,Dezembro,9,1/1/2014,25
2015,Sergipe,Dezembro,63,1/1/2015,35
2016,Sergipe,Dezembro,36,1/1/2016,98
1998,Tocantins,Janeiro,0,1/1/1998,52
1999,Tocantins,Janeiro,36,1/1/1999,36
2000,Tocantins,Janeiro,15,1/1/2000,91
2001,Tocantins,Janeiro,19,1/1/2001,6
2002,Tocantins,Janeiro,35,1/1/2002,75
2003,Tocantins,Janeiro,35,1/1/2003,28
2004,Tocantins,Janeiro,40,1/1/2004,1
2005,Tocantins,Janeiro,66,1/1/2005,93
2006,Tocantins,Janeiro,91,1/1/2006,85
2007,Tocantins,Janeiro,34,1/1/2007,12
2008,Tocantins,Janeiro,28,1/1/2008,40
2009,Tocantins,Janeiro,43,1/1/2009,55
2010,Tocantins,Janeiro,79,1/1/2010,1
2011,Tocantins,Janeiro,14,1/1/2011,72
2012,Tocantins,Janeiro,12,1/1/2012,74
2013,Tocantins,Janeiro,50,1/1/2013,36
2014,Tocantins,Janeiro,89,1/1/2014,8
2015,Tocantins,Janeiro,186,1/1/2015,45
2016,Tocantins,Janeiro,42,1/1/2016,63
2017,Tocantins,Janeiro,61,1/1/2017,29
1998,Tocantins,Fevereiro,0,1/1/1998,83
1999,Tocantins,Fevereiro,1,1/1/1999,0
2000,Tocantins,Fevereiro,6,1/1/2000,29
2001,Tocantins,Fevereiro,6,1/1/2001,39
2002,Tocantins,Fevereiro,48,1/1/2002,82
2003,Tocantins,Fevereiro,15,1/1/2003,35
2004,Tocantins,Fevereiro,7,1/1/2004,19
2005,Tocantins,Fevereiro,27,1/1/2005,36
2006,Tocantins,Fevereiro,14,1/1/2006,60
2007,Tocantins,Fevereiro,8,1/1/2007,20
2008,Tocantins,Fevereiro,6,1/1/2008,18
2009,Tocantins,Fevereiro,21,1/1/2009,34
2010,Tocantins,Fevereiro,32,1/1/2010,56
2011,Tocantins,Fevereiro,13,1/1/2011,81
2012,Tocantins,Fevereiro,45,1/1/2012,27
2013,Tocantins,Fevereiro,37,1/1/2013,90
2014,Tocantins,Fevereiro,73,1/1/2014,57
2015,Tocantins,Fevereiro,65,1/1/2015,95
2016,Tocantins,Fevereiro,383,1/1/2016,56
2017,Tocantins,Fevereiro,25,1/1/2017,18
1998,Tocantins,Março,0,1/1/1998,19
1999,Tocantins,Março,1,1/1/1999,88
2000,Tocantins,Março,4,1/1/2000,63
2001,Tocantins,Março,0,1/1/2001,80
2002,Tocantins,Março,33,1/1/2002,86
2003,Tocantins,Março,19,1/1/2003,38
2004,Tocantins,Março,23,1/1/2004,33
2005,Tocantins,Março,13,1/1/2005,90
2006,Tocantins,Março,11,1/1/2006,59
2007,Tocantins,Março,99,1/1/2007,62
2008,Tocantins,Março,4,1/1/2008,52
2009,Tocantins,Março,23,1/1/2009,56
2010,Tocantins,Março,120,1/1/2010,71
2011,Tocantins,Março,16,1/1/2011,55
2012,Tocantins,Março,80,1/1/2012,37
2013,Tocantins,Março,60,1/1/2013,38
2014,Tocantins,Março,58,1/1/2014,10
2015,Tocantins,Março,85,1/1/2015,38
2016,Tocantins,Março,165,1/1/2016,86
2017,Tocantins,Março,98,1/1/2017,60
1998,Tocantins,Abril,0,1/1/1998,36
1999,Tocantins,Abril,9,1/1/1999,58
2000,Tocantins,Abril,0,1/1/2000,77
2001,Tocantins,Abril,19,1/1/2001,84
2002,Tocantins,Abril,37,1/1/2002,88
2003,Tocantins,Abril,64,1/1/2003,92
2004,Tocantins,Abril,52,1/1/2004,62
2005,Tocantins,Abril,52,1/1/2005,40
2006,Tocantins,Abril,4,1/1/2006,29
2007,Tocantins,Abril,22,1/1/2007,97
2008,Tocantins,Abril,46,1/1/2008,84
2009,Tocantins,Abril,5,1/1/2009,18
2010,Tocantins,Abril,419,1/1/2010,35
2011,Tocantins,Abril,106,1/1/2011,70
2012,Tocantins,Abril,226,1/1/2012,13
2013,Tocantins,Abril,130,1/1/2013,46
2014,Tocantins,Abril,187,1/1/2014,37
